rowid,TIC ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments
2073,103633672,PC,,10.20495,"14,20,21",potential single; check neighbor (TIC 103633674)
2074,230387153,PC,,11.365761000000001,"14,15,17,18,19,20,21,22,23",potential L1 candidate
2075,219462190,PC,,7.3945929999999995,"14,15,20,21,22",variable star; single transit near BTJD 1790; other transits caused by systematics
2076,441765914,PC,,13.905594,"14,15,16,17,18,19,20,21,22",critical L1 candidate; first transit somewhat close to momentum dump
2077,341815197,PC,,8.340332,"14,15,17,18,20,21,23",Many transits inside data gap. Period could be 4x the reported period; potentially placing it in the habitable zone.
2078,233721037,PC,,7.692019999999999,"14,15,16,17,19,20,21,22,23",First transit near a momentum dump; check the period; bright host; low SNR
2079,219778329,PC,,8.059642,"14,15,16,17,18,19,20,21,22,23",The second transit is close to a momentum dump. Bad transit shape; potentially due to stellar variability. The planet candidate is in the habitable zone.
2080,393965778,PC,,9.282131,"16,23",L1 candidate; snr 9.9; several fainter nearby stars
2081,402898317,PC,,8.115634,"15,16,17,18,19,20,22,23",L1 candidate; snr=8.4
2082,356016119,PC,,7.5185070000000005,"14,15,16,17,19,20,21,22,23",L1 candidate
2083,235678745,PC,,9.206610000000001,"14,15,16,17,18,19,20,21,22,23",potential L1 candidate in possible multi-planet system; low snr
2084,235678745,PC,,9.136124,"14,15,16,17,18,19,20,21,22,23",second candidate in a multi planet system
2085,142748283,PC,,7.653160000000001,"14,20,21",potential L1 candidate in potential multi-planet system; low snr
2086,142748283,PC,,9.43303,"14,20,21",potential L1 candidate in possible multi-planet system
2087,279982557,PC,,8.011988,"15,16,17,18,19,20,21,22",low SNR potential L1 candidate; crowded field - check nearby stars
2088,356700488,PC,,8.761984,"14,16,17,18,19,20,21,22,23",the second transit is a potential single; first transit (at TESS BJD 1756) is most likely instrumental
2089,230386397,PC,,22.79959,"14,15,16,17,18,20,21,22,23",centroid offset onto two fainter stars (TIC 230386395; TIC 230386399)
2090,219436394,PC,,8.411921000000001,"14,20,21",potential L1 candidate; low SNR
2091,165527918,PC,,10.270576,"14,17,18,20,21,23",potential L1 candidate
2092,289590465,PC,,8.044686,"14,15,17,18,19,20,21,22,23",potential L1 candidate; low SNR
2093,160491359,PC,,8.619825,"14,15,16,17,19,20,22,23",potential L1 candidate; low SNR
2094,367630162,PC,,8.77917,"14,19,20",potential L1 candidate
2095,156199502,PC,,7.766491,"14,19,21",potential L1 candidate; low SNR; check neighbors
2096,393911494,PC,,22.733013,"22,23",check nearby star in pixel; odd/even in spoc s14-23
2097,446549906,PC,,56.0,13,source of transit observed on 446549905 (TOI 1110.01)
2098,347538174,PC,APC,16.0,25,very large PC (~24 +/- 7 Re); appears to be bright nearby star causing noise in larger aperture
2099,392476080,PC,,133.0,25,large; secondary
2100,394029948,PC,,9.0,25,potential L1 candidate
2101,356235833,PC,FP,13.480386,26,TOI 2111 under investigation. Likely EB because of the centroid offset.
2102,427320001,PC,,12.0,25,possible depth-aperture correlation
2103,1400212743,PC,,9.0,25,2 stars in pixel; 116159262 is a phantom tic
2104,9828416,PC,,68.0,25,
2105,54464870,PC,,12.0,25,potential L1 candidate
2106,422838133,PC,,16.0,25,slight depth-aperture correlation; possible centroid offset to SW
2107,279212407,PC,FP,35.0,25,slight depth aperture and a slight centroid offset towards NW
2108,17416749,PC,,11.0,25,Active star but clear and phased signal; some depth-aperture correlation; 2 stars in pixel
2109,236387002,PC,,186.0,25,tic match to nearby giant star 236386988; 236386988 flux depth indicates the event is not on tic 236386988
2110,389900760,PC,,7.642263000000001,25,"Low-SNR. Short, V-shaped transit. Crowded field."
2111,88996391,PC,,67.0746,25,V-shaped and deep transit.
2112,311408969,KP,KP,36.026405,26,HAT-P-55 b
2113,105840719,PC,,15.784310000000001,25,Highly variable star with PC
2114,159742538,KP,KP,71.93542,25,TrES-4 b
2115,116242971,KP,KP,64.582726,25,KELT-12 b
2116,116264089,KP,KP,136.19304,25,TRES-3b
2117,21744120,KP,KP,61.248714,25,HAT-P-18 b
2118,21832928,PC,,7.765928,25,Potential L1 around bright star
2119,101721385,KP,KP,72.74354,25,HAT-P-14 b
2120,320798691,KP,KP,39.98032,26,HAT-P-31 b
2121,27848472,KP,KP,181.59766000000002,26,WASP-3 b
2122,358516596,KP,KP,45.048553000000005,26,KELT-8 b
2123,39200363,PC,,7.8477440000000005,26,Neighbors need to be cleared by SG1; low SNR
2124,75878355,PC,,27.775856,26,
2125,76419763,KP,KP,93.744606,26,HAT-P-5 b
2126,336128819,PC,,10.442177000000001,26,SG1 should clear the neighbors
2127,23059280,PC,,52.10991,26,Large planet candidate; possibly EB
2128,336267424,PC,,36.241264,26,Grazing incidence; potentially EB; Rp=27R_E but with an uncertainty of 17R_E.
2129,308172249,KP,KP,39.400090000000006,26,WASP-135 b
2130,399860444,KP,KP,106.47138000000001,26,TrES-2 b
2131,287256467,PC,,9.38716,26,Both transits close to momentum dumps; potentially systematic feature
2132,44313455,PC,,7.469967,26,Centroid offset; low SNR; SG1 needs to clear the neighbors
2133,103195323,PC,,36.54267,26,Variability at short time scales
2134,428988981,PC,,8.378975,26,single transit on the first event
2135,88992642,PC,,22.255495,26,weak centroid offset
2136,158916431,PC,FP,44.0,26,
2137,341630071,PC,,53.0,26,
2138,233569098,PC,,53.0,"23,24,26",V-shaped; other potential dips in LC
2139,1716467085,PC,,25.0,26,V-shaped; 1716467086 1 arcsec away; 352009983 is a phantom
2140,230267547,PC,,10.0,26,slight depth-aperture correlation
2141,23389848,PC,,43.0,26,possibly EB with primary transit in data gap; Gaia RV error = 5 km/s
2142,395393265,PC,,22.0,26,
2143,406855039,PC,,18.0,"25,26",highly variable star; sinusoidal variability at ~3 d period; may be on neighbor 406855034
2144,428787891,PC,,200.0,26,
2145,461591646,PC,,75.0,26,
2146,258402425,PC,,11.0,26,Likely EB; evolved star; a/Rs under 2
2147,298495970,PC,,52.0,26,
2148,342642208,PC,,25.0,26,Even transit is u-shaped; odd transit is more v-shaped
2149,270515566,PC,FP,86.0,26,
2150,284477310,PC,,11.0,"23,26",Noisy light curve; centroid moves across sectors; V-shaped
2151,366563452,PC,,11.0,26,Poor transit shape in QLP
2152,284564230,PC,,11.0,26,some odd-even; weak BLS; similar dips in LC
2153,43429656,PC,,9.0,26,Some odd-even; possibly 2x period
2154,49967354,PC,,12.0,26,Likely EB; evolved star; a/Rs under 2; crowded field
2155,73560357,PC,,58.0,26,potential HJ around hot star with ~600 ppm secondary; somewhat crowded field
2156,233680651,PC,,14.0,"20,22,23,24,26",Likely SV; bad transit shape
2157,160162987,PC,,19.0,26,V-shaped; Gaia rv error = 3 km/s; large for its period; some odd-even
2158,364075352,PC,FP,68.0,"23,24,26",slightly V-shaped with 3.6 sig odd-even
2159,8516795,PC,,18.0,26,2 stars in pixel; check neighbors
2160,154741689,PC,,10.0,26,Possible depth-aperture correlation
2161,75656058,PC,FA,22.0,26,Anti-depth aperture correlation; bright neighbor to NW
2162,76197937,PC,,12.0,26,Likely EB; evolved star; asymmetric transit; a/Rs under 2
2163,293567206,PC,,13.0,26,L1 candidate; some differences in odd and even durations
2164,159815224,PC,,12.0,26,2 stars in pixel
2165,405717754,KP,KP,43.0,15,Kepler-12 b; CTOI Robert Wilson
2166,123495874,KP,KP,18.0,14,Kepler-422b; CTOI Robert Wilson
2167,123233041,KP,KP,18.0,14,Kepler-8 b; CTOI Robert Wilson
2168,164892194,KP,KP,11.0,14,Kepler-43 b; CTOI Robert Wilson
2169,237913194,PC,,29.0,"1,2",V-shaped; CTOI from Martin Schlecker
2170,298663873,PC,,9.0,"15,17,18,19,21,23",4000 ppm single transit; CTOI from Planet Hunters
2171,233068569,PC,,8.901439,25,CTOI by Ethan Kruse. Depth-aperture correlation in QLP but no sign of centroid offsets in SPOC.
2172,268823307,KP,KP,16.0,15,Kepler-5 b; CTOI Robert Wilson
2173,1715469662,PC,,27.0,"14,26",Originally released as TIC 237184773 (TOI 1152) which is a phantom TIC; Gaia split with fainter TIC 1715469667; QLP report period is 3x6.5d
